missing_value_num,missing_value_percentage,missing_value_percentage_10,missing_value_percentage_20,missing_value_percentage_30,missing_value_percentage_40,missing_value_percentage_50,missing_value_percentage_60
64991,0.9526119840525328,1.0,1.0,1.0,1.0,1.0,0.9462340556451747
63682,0.9334251876172608,1.0,1.0,1.0,0.9212707832885875,0.9141528691313223,0.9244649182617951
63624,0.9325750469043153,1.0,1.0,1.0,1.0,0.913056626597112,0.9235003575526767
62481,0.9158214118198874,1.0,1.0,1.0,1.0,0.9560557949648446,0.9044918594402221
61720,0.9046669793621013,1.0,0.9552511803989961,0.9677211500107391,0.8905374216946917,0.8770696303016557,0.8918361577223063
61655,0.9037142354596623,1.0,1.0,1.0,1.0,0.949327133892795,0.8907551845138115
61474,0.9010612101313321,0.9032170710571924,0.8956144455314986,0.8859807922432573,0.8882765767038764,0.9027935283889015,0.9046415326537061
60327,0.884248944652908,1.0,1.0,1.0,1.0,0.9178763136009677,0.8686700703464103
59836,0.8770520637898687,1.0,1.0,0.8714675830750821,0.8024586689275116,0.8414606486731685,0.8605045650330112
59420,0.8709545028142589,1.0,1.0,1.0,1.0,0.9073486051258789,0.8535863364986446
59407,0.8707639540337712,1.0,1.0,1.0,1.0,0.9072730021924851,0.8533701418569457
59266,0.8686972326454033,1.0,1.0,1.0,1.0,0.8843842141075073,0.8510252615123647
59263,0.8686532598499062,1.0,1.0,1.0,1.0,0.8843653133741589,0.8509753704412034
58862,0.8627755628517824,0.7703097920277296,0.768514186056404,0.7127427817495627,0.7795205124581979,0.8230513343917744,0.8443065972626432
57418,0.841609990619137,1.0,0.9458079884299629,0.9179834923751956,0.937049597286986,0.876956225901565,0.8202923616770053
56609,0.8297519934333959,1.0,1.0,1.0,1.0,1.0,0.9063045683590827
56144,0.8229362101313321,1.0,0.9357267429495087,0.8219447086619005,0.7155103386557392,0.7716791411506766,0.7991052867905074
55321,0.8108730065666041,1.0,1.0,1.0,1.0,0.8841574053073259,0.8267449402138664
55258,0.8099495778611632,1.0,1.0,1.0,1.0,0.8836659862402662,0.8262460295022535
54243,0.7950721153846154,0.4540186308492201,0.474456591092773,0.5710165383081218,0.6707408977438651,0.7357488470552658,0.7674909780312983
54198,0.7944125234521576,1.0,1.0,1.0,1.0,0.9027935283889015,0.8629159668058073
53130,0.7787582082551595,0.2458297227036395,0.35794801990726954,0.5368660059525636,0.6445292261316,0.7147123308384365,0.7489813906304569
53124,0.7786702626641651,0.24534228769497402,0.3576927985027011,0.5366819060476818,0.6443879233196741,0.7145989264383458,0.7488816084881342
51795,0.7591903142589118,1.0,0.9531243353609256,0.7202908778497131,0.6130893504780746,0.6894798518182506,0.7267798639636793
51795,0.7591903142589118,1.0,0.9531243353609256,0.7202908778497131,0.6130893504780746,0.6894798518182506,0.7267798639636793
51750,0.758530722326454,1.0,0.9430856267812328,0.8614955048939892,0.7173237247421224,0.7731344976185076,0.7744590976368263
50865,0.7455587476547842,1.0,1.0,1.0,1.0,0.8773909427685794,0.794016397532055
49995,0.7328066369606003,0.1190424610051993,0.22459483602024757,0.4406738056518671,0.5706985069002873,0.6554585317910335,0.6968452212669006
49710,0.7286292213883677,0.11086438474870017,0.21247181930324557,0.43192906016998556,0.5639866233338043,0.6500718227867242,0.6921055695065773
49664,0.7279549718574109,0.10837305025996534,0.2105151218682207,0.4305176275658924,0.5629033017757054,0.6492023890526952,0.6913405730821041
48900,0.7167565666041276,0.07647313691507798,0.17801692968650304,0.40707557301095393,0.5449107437238001,0.6347622287744764,0.6786349802930269
48789,0.7151295731707317,0.05946707105719237,0.17329533370198646,0.4036697247706422,0.5422966417031699,0.632664247372798,0.6767890106600589
48722,0.7141475140712945,0.11243500866551126,0.17044536135097196,0.40161394249946303,0.54071876030333,0.6313978982384516,0.6756747767374566
48706,0.7139129924953096,0.0002166377816291161,0.1697647709387894,0.40112300941977846,0.5403419528048609,0.6310954865048763,0.6754086910245963
48679,0.7135172373358349,0.0028704506065857886,0.1686162746182313,0.40029455984781076,0.539706090151194,0.6305851667044682,0.6749596713841446
48467,0.7104098264540337,1.0,1.0,0.8002822865208187,0.683151994724695,0.6265782112345959,0.6714340356887463
48131,0.705484873358349,1.0,0.8472499893657748,0.6815685311895923,0.7555932363054024,0.6972102517577682,0.6658462357186808
47998,0.7035354127579737,0.06547876949740035,0.13964864519971074,0.379399220643736,0.5236682209975978,0.617713767294171,0.66363439823053
47942,0.7027145872420263,0.024696707105719237,0.13726657875707177,0.37768095486484,0.5223493947529556,0.6166553262266576,0.6627030982355191
47932,0.7025680112570356,0.014677209705372616,0.13684120974945765,0.37737412169003715,0.5221138900664123,0.616466318893173,0.6625367946649815
47925,0.7024654080675422,0.32587738301559793,0.28763452294865793,0.37715933846767513,0.521949036785832,0.6163340137597338,0.6624203821656051
47503,0.6962799015009381,0.0035203639514731367,0.11859287932281254,0.36421097849099443,0.5120107390137064,0.6083579042866863,0.6554023714889159
46908,0.6875586303939962,0.10111568457538994,0.15938576715300523,0.3459544045902243,0.4979982101643823,0.5971119679443563,0.6455073090419251
45580,0.668093339587242,0.10171143847487002,0.10285422604109065,0.30520695897640454,0.46672318779143707,0.5720117940576095,0.623422194874524
45446,0.6661292213883677,1.0,0.9501467523076269,0.8374704673069252,0.7961000423908435,0.708985408633855,0.6973940230496749
45286,0.6637840056285178,0.29636048526863085,0.34582500319026754,0.4062471234389862,0.48302011210023077,0.566454978453164,0.6185328699007168
45006,0.6596798780487805,0.10739818024263431,0.16504317495427284,0.2875947347427204,0.4532052187838538,0.5611627731155969,0.6138763699256623
44971,0.6591668621013134,0.10631499133448874,0.1637670679314305,0.2865208186309104,0.4523809523809524,0.560501247448401,0.6132943074287805
44963,0.6590496013133208,0.10609835355285963,0.16346930962610065,0.2862753520910681,0.45219254863171776,0.5603500415816134,0.6131612645723503
44951,0.6588737101313321,0.10555675909878683,0.16300140371772512,0.28590715228130464,0.45190994300786586,0.560123232781432,0.6129617002877051
43514,0.6378107410881801,0.5847053726169844,0.5968352545833511,0.6009020895339204,0.6163157646837172,0.6290542073032434,0.6351964876685903
43335,0.635187030956848,0.7050476603119584,0.5824577821259943,0.5893651621613328,0.6027506947388253,0.6108906025553792,0.5860870432888194
42284,0.619781894934334,0.006986568457538995,0.0699306648517589,0.20407474456138197,0.38910084310677784,0.5097149769411053,0.5686085380253114
41799,0.612672959662289,0.10154896013864818,0.10242885703347654,0.18919333558344328,0.3776788658094296,0.5005481212671051,0.560542814854235
41513,0.6084808864915572,0.28942807625649913,0.36403079671615124,0.359547114233991,0.395106212613631,0.4951425115294473,0.5557865327368579
41462,0.607733348968105,0.4503899480069324,0.3622017099834106,0.30149427756128994,0.36974235787292165,0.4941785741286762,0.5549383845271157
40752,0.5973264540337712,0.6129224436741768,0.5824577821259943,0.5681629897824553,0.5979699496019971,0.5996257654797006,0.6096688895910595
40141,0.5883706613508443,0.1332863951473137,0.1443702411842273,0.18560338743824983,0.33863218878055673,0.4692107053753686,0.532969682859091
39866,0.5843398217636022,0.4108535528596187,0.35386447743417415,0.42459574729219723,0.5196175403890537,0.5451916534361533,0.5283963346693054
39672,0.5814962476547842,0.003791161178509532,0.03981453911268025,0.12392991930287503,0.32758701898167775,0.46034626143494367,0.5251700454008748
38132,0.5589235459662288,0.23597270363951472,0.18656684673954654,0.136908962597036,0.29131929725401534,0.43123913207832465,0.4995592955380752
37279,0.5464206144465291,0.3004766031195841,0.35063167297630693,0.42385934767267036,0.49724459516744385,0.5249489680199592,0.548386023847932
36601,0.5364827626641651,0.2951689774696707,0.3464630567016887,0.40910067196465283,0.4859168197447129,0.514326755878128,0.5371106417654787
34851,0.5108319652908068,0.12640814558058924,0.12918456761240377,0.16615016415574851,0.28043898073571666,0.36922582596204734,0.44499509404466914
32223,0.47231179643527205,0.004766031195840554,0.07065379216470288,0.2011598294007548,0.2861381941500636,0.3195546987223104,0.40129051570737223
31913,0.46776794090056284,0.0027621317157712306,0.03807052618146242,0.06762603172655028,0.1448589326927606,0.3136954713842897,0.3961351050207048
31860,0.4669910881801126,0.3851819757365685,0.4004849206686801,0.41996256635267404,0.4433375724176911,0.4571898389657519,0.4577672082619614
31740,0.4652321763602251,0.4847270363951473,0.4992130673359139,0.44567518640115367,0.49408883236776413,0.5136652302109321,0.48562305632701935
31357,0.4596183161350844,1.0,0.8532051554723723,0.6372004541130987,0.5045687909189392,0.42566341574053074,0.4052984317573298
30844,0.45209896810506567,0.10133232235701907,0.15955591475605088,0.13635666288239084,0.15279544062926853,0.29349058743479245,0.378357253330229
29703,0.435374648217636,0.008557192374350087,0.07120677187460121,0.20140529594059708,0.2859968913381376,0.30392379224313903,0.3875372104239078
28333,0.4152937382739212,0.005849220103986135,0.0072738100302011995,0.014942775612899266,0.060548254910272714,0.24603084599682468,0.3365984267682227
28223,0.4136814024390244,1.0,0.9503594368114339,0.6996716885029609,0.545052046535726,0.444828759355863,0.43641382980492593
25725,0.3770667213883677,0.0826473136915078,0.14649708622229785,0.22245405173207328,0.31649474824549007,0.34784909654494595,0.37952137832399263
25426,0.3726840994371482,0.006120017331022531,0.009996171678931473,0.016599674756834708,0.026470726767462673,0.19108641415286914,0.28825397881292514
24972,0.3660295497185741,1.0,1.0,0.7459114479457519,0.5725118929866705,0.4594768277009148,0.4042839799770501
24916,0.3652087242026266,0.01559792027729636,0.08103279595048704,0.06688963210702341,0.06363336630398946,0.18144704014515764,0.27977249671550447
24855,0.36431461069418386,0.01386481802426343,0.07928878301926921,0.06483384983584425,0.06238519146531016,0.18029409541090194,0.27875804493522477
24443,0.3582756801125704,0.1293327556325823,0.17082819345782466,0.22273020158939585,0.3064622485987471,0.32582974219399713,0.35723669987194623
24221,0.3550216932457786,0.568132582322357,0.49738398060317324,0.3594550642815501,0.27683575903160473,0.22522113858017692,0.26821439856313717
22777,0.3338561210131332,0.5602794627383015,0.4911735930920073,0.35500598324690863,0.27353869341999903,0.27156573675058593,0.28732267881791423
22199,0.32538402908067543,0.1275996533795494,0.1301629163299162,0.12475836887484275,0.21294333757241768,0.23894307099115444,0.2345878166004224
22127,0.324328681988743,0.00498266897746967,0.07103662427155558,0.14592985793624005,0.24362959822900476,0.27012928101610345,0.30845986263325076
19820,0.29051360225140715,0.11806759098786829,0.12578161555149092,0.1272744009082262,0.13480288257736328,0.19152113101988358,0.19502419716951322
19616,0.2875234521575985,0.11676776429809359,0.12271895869666936,0.12558681844681047,0.13306014789694315,0.1877409843501928,0.19163160433054496
18325,0.2686004924953096,0.1270580589254766,0.1296950104215407,0.12521861863704703,0.12013094060571805,0.16557042413245635,0.17016181337413314
17716,0.25967401500938087,0.037045060658578856,0.029903441235271597,0.05102635696971557,0.04081296217794734,0.04536176003628941,0.1600339259283897
17277,0.2532393292682927,0.00557842287694974,0.007869326640860947,0.007057163020465773,0.0067354340351372995,0.037064338096318136,0.15273319918178643
15105,0.2214030253283302,0.10452772963604853,0.10778850652941427,0.10328004663864257,0.10034854693608403,0.12582218190065775,0.1636926044802182
15105,0.2214030253283302,0.10452772963604853,0.10778850652941427,0.10328004663864257,0.10034854693608403,0.12582218190065775,0.1636926044802182
14877,0.2180610928705441,0.08215987868284229,0.08796631077459696,0.08437912307078642,0.07771654655927653,0.13205942390564754,0.18907052934426502
14425,0.2114358583489681,0.10219887348353553,0.10595941979667362,0.09757294958730937,0.08979793697894588,0.11300748469040599,0.15238396168365734
14350,0.21033653846153846,0.007528162911611785,0.007146199327916968,0.007486729465189777,0.008525269652866091,0.009620473274363045,0.10405614408541351
14338,0.21016064727954972,0.10127816291161179,0.1022587094304309,0.0949035009665245,0.0877490462060195,0.11136312088909049,0.15093712061997971
13672,0.2003986866791745,0.23364384748700173,0.1843123909991918,0.13881132828081372,0.10821440346662899,0.08837982913737052,0.12251584041509371
11634,0.1705265009380863,0.10084488734835355,0.10183334042281679,0.09413641802951735,0.08635956855541425,0.08977848340515612,0.10655069764347841
10200,0.14950750469043153,0.1009532062391681,0.10196095112510102,0.09432051793439906,0.08708963308369837,0.090440009072352,0.11114067619031781
9932,0.14557926829268292,0.10073656845753899,0.10174826662129398,0.09413641802951735,0.08664217417926617,0.08998639147198911,0.10661721907169347
9909,0.1452421435272045,0.10084488734835355,0.10179080352205538,0.09407505139455678,0.08635956855541425,0.08970288047176231,0.10620146014534933
7205,0.10560799718574108,0.10084488734835355,0.10208856182738525,0.09435120125187935,0.08673637605388347,0.08998639147198911,0.08503101561590527
6246,0.09155136022514071,0.09705372616984402,0.09889829427027946,0.09183516921849591,0.0834393104422778,0.08558252060179936,0.0804244067120121
5749,0.08426653377110695,0.033145580589254764,0.10413033306393296,0.10131631431990427,0.10105506099571382,0.09697966281091706,0.09002012273203505
4845,0.07101606472795498,0.00027079722703639514,0.04908758347866774,0.036329047896658584,0.028331213791154445,0.05379148710969986,0.047995210457168515
2688,0.039399624765478425,0.028650346620450608,0.024884086945425158,0.018778190297935014,0.015072299938768782,0.013287215543963105,0.0123064642197868
1801,0.026398334896810507,0.0,0.0,0.0,0.0,0.0,0.0
1801,0.026398334896810507,0.0,0.0,0.0,0.0,0.0,0.0
1712,0.025093808630393996,0.00444107452339688,0.007784252839338126,0.00760946273511092,0.008007159342470916,0.008202918273229002,0.009978214232259567
1712,0.025093808630393996,0.00444107452339688,0.007784252839338126,0.00760946273511092,0.008007159342470916,0.008202918273229002,0.009978214232259567
1697,0.024873944652908066,0.008611351819757366,0.009187970564464673,0.009450461783928079,0.008172012623051199,0.007201179405760943,0.0067352946067752075
1697,0.024873944652908066,0.008611351819757366,0.009187970564464673,0.009450461783928079,0.008172012623051199,0.007201179405760943,0.0067352946067752075
1642,0.02406777673545966,0.008611351819757366,0.009187970564464673,0.009450461783928079,0.008172012623051199,0.007201179405760943,0.006352796394538591
1380,0.020227485928705442,0.01288994800693241,0.011272278701773789,0.011751710594949526,0.011681032452545806,0.010300899674907386,0.009612346377076716
1379,0.020212828330206378,0.01288994800693241,0.011272278701773789,0.011751710594949526,0.011681032452545806,0.010300899674907386,0.00959571602002295
722,0.010582786116322702,0.01288994800693241,0.011272278701773789,0.011751710594949526,0.011681032452545806,0.010300899674907386,0.009612346377076716
211,0.003092753283302064,0.005849220103986135,0.0045939852822323365,0.0033137982878708844,0.002543450614667232,0.0020412792016330232,0.001796078561806722
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
